,2B,3B,BA,BB,HBP,HOF,HR,IBB,OBP,OPS,SB,SF,SLG,firstName,games,hits,lastName,player_id,runs,seasons,WAR,BA,WAR,OBP,OPS,SLG,seasons,predictions
11452,195.01,72.00999999999998,0.2680771290840921,554.01,35.0,0,78.00999999999998,9.0,0.3664453412183885,0.7879932790866263,127.01,16.0,0.4215479378682378,William Dexter,1064.0,1001.0,Fowler,fowlede01,623.0,9.0,19.71,0.2680771290840921,19.71,0.3664453412183885,0.7879932790866263,0.4215479378682378,9.0,0
11453,111.0,13.01,0.2581648522550544,307.0,8.0,0,42.01,17.0,0.3594164456233422,0.7539472906207502,29.01,18.0,0.3945308449974079,Kosuke,596.0,498.0,Fukudome,fukudko01,264.0,6.0,4.27,0.2581648522550544,4.27,0.3594164456233422,0.7539472906207502,0.3945308449974079,6.0,0
11454,11.0,2.03,0.22916666666666666,24.01,3.0,0,6.0299999999999985,2.0,0.3048585554440356,0.6721502221107023,4.03,2.0,0.3672916666666667,Mathew Lawrence,106.0,55.0,Gamel,gamelma01,23.01,5.0,-0.15,0.22916666666666666,-0.15,0.3048585554440356,0.6721502221107023,0.3672916666666667,5.0,0
11455,158.0,50.01000000000001,0.2635228848821082,424.0,46.0,0,63.02,4.0,0.3464259575506221,0.7339654859833544,218.0,24.0,0.3875395284327323,Brett M.,1067.0,950.0,Gardner,gardnbr01,599.0,9.0,35.16,0.2635228848821082,35.16,0.3464259575506221,0.7339654859833544,0.3875395284327323,9.0,0
11456,50.01000000000001,11.03,0.2498225691980128,111.01,12.0,0,3.049999999999999,5.0,0.30864646753432395,0.6161127556819463,89.0,7.0,0.3074662881476224,Christopher Ryan,459.0,352.0,Getz,getzch01,176.0,7.0,1.69,0.2498225691980128,1.69,0.30864646753432395,0.6161127556819463,0.3074662881476224,7.0,0
11457,69.02,14.03,0.2559523809523809,102.01,6.0,0,31.02,13.0,0.30874789106631784,0.7061734863044131,1.07,12.0,0.3974255952380952,Conor Michael,469.0,344.0,Gillaspie,gillaco01,139.0,8.0,1.03,0.2559523809523809,1.03,0.30874789106631784,0.7061734863044131,0.3974255952380952,8.0,0
11459,233.0,36.0,0.2912768647281921,337.0,18.0,0,201.0,47.0,0.34723502304147463,0.8680946943436239,114.0,30.0,0.5208596713021492,Carlos Eduardo,1064.0,1152.0,Gonzalez,gonzaca01,657.0,9.0,24.0,0.2912768647281921,24.0,0.34723502304147463,0.8680946943436239,0.5208596713021492,9.0,0
11465,0.05,0.05,0.01650165016501651,1.04,0.0,0,0.05,0.0,0.26781326781326786,0.38332481896838333,0.05,0.0,0.11551155115511555,Daniel Ray,131.0,0.05,Herrera,herreda01,0.05,5.0,0.07,0.01650165016501651,0.07,0.26781326781326786,0.38332481896838333,0.11551155115511555,5.0,0
11466,34.0,10.0,0.25916666666666666,96.0,6.0,0,10.02,8.0,0.3157492354740061,0.6449659021406728,18.0,6.0,0.32921666666666666,Jonathan Alejandro,490.0,311.0,Herrera,herrejo03,136.0,7.0,1.13,0.25916666666666666,1.13,0.3157492354740061,0.6449659021406728,0.32921666666666666,7.0,0
11473,130.0,17.03,0.2497965825874695,183.01,17.0,0,72.0,14.0,0.30328128434692864,0.7076995105470913,13.05,26.0,0.4044182262001627,Nicholas John,746.0,614.0,Hundley,hundlni01,253.0,10.0,7.69,0.2497965825874695,7.69,0.30328128434692864,0.7076995105470913,0.4044182262001627,10.0,0
11476,124.01,12.03,0.263719512195122,279.01,23.0,0,45.01,4.0,0.35945989728591377,0.7670310354972958,15.02,14.0,0.4075711382113821,John Edward,682.0,519.0,Jaso,jasojo01,267.0,8.0,10.46,0.263719512195122,10.46,0.35945989728591377,0.7670310354972958,0.4075711382113821,8.0,0
11477,26.01,7.02,0.21495327102803735,54.02,3.0,0,12.03,1.0,0.2691538480531345,0.5857626598021329,46.02,4.0,0.31660881174899863,Elliot Tyler,318.0,161.0,Johnson,johnsel02,80.01,6.0,2.19,0.21495327102803735,2.19,0.2691538480531345,0.5857626598021329,0.31660881174899863,6.0,0
11478,149.0,15.02,0.2424812030075188,388.0,28.0,0,106.0,24.0,0.3413770913770914,0.7707154372417531,30.02,32.0,0.4293383458646616,Matthew Ryan,958.0,645.0,Joyce,joycema01,371.0,9.0,13.05,0.2424812030075188,13.05,0.3413770913770914,0.7707154372417531,0.4293383458646616,9.0,0
11482,40.03,3.069999999999999,0.2146952908587257,121.01,2.0,0,32.029999999999994,4.0,0.3255465392676901,0.7372778412067482,3.0799999999999987,9.0,0.41173130193905816,George,313.0,155.01,Kottaras,kottage01,92.02,10.0,2.78,0.2146952908587257,2.78,0.3255465392676901,0.7372778412067482,0.41173130193905816,10.0,0
11483,1.06,0.07,0.10062200956937803,13.03,0.0,0,0.07,0.0,0.15340269332973022,0.26077111438236183,0.07,0.0,0.1073684210526316,Hiroki,212.0,21.030000000000005,Kuroda,kurodhi01,7.0299999999999985,7.0,-0.6,0.10062200956937803,-0.6,0.15340269332973022,0.26077111438236183,0.1073684210526316,7.0,0
11487,25.020000000000003,4.059999999999999,0.20480225988700565,49.02,13.0,0,19.050000000000004,1.0,0.2671156873371009,0.5994461958116772,37.02,5.0,0.3323305084745763,Brent Stuart,358.0,145.0,Lillibridge,lillibr01,102.02,9.0,-0.72,0.20480225988700565,-0.72,0.2671156873371009,0.5994461958116772,0.3323305084745763,9.0,0
11488,302.0,17.02,0.2710357659706429,523.0,49.0,0,241.0,74.0,0.3440526219623607,0.8340340153880378,45.01,64.0,0.4899813934256771,Evan Michael,1279.0,1311.0,Longoria,longoev01,709.0,9.0,50.0,0.2710357659706429,50.0,0.3440526219623607,0.8340340153880378,0.4899813934256771,9.0,0
11489,173.0,13.04,0.2577100319035803,287.0,17.0,0,67.0,15.0,0.3263691041468819,0.7259011849692854,7.0299999999999985,34.0,0.3995320808224034,Jed Carlson,799.0,727.0,Lowrie,lowrije01,357.0,9.0,12.57,0.2577100319035803,12.57,0.3263691041468819,0.7259011849692854,0.3995320808224034,9.0,0
11492,39.02,4.05,0.21876302083333327,98.01,5.0,0,5.039999999999999,0.0,0.30938002990833435,0.6091847174083342,16.040000000000006,5.0,0.29980468749999994,Louis Glenn,261.0,168.01,Marson,marsolo01,93.01,7.0,1.62,0.21876302083333327,1.62,0.30938002990833435,0.6091847174083342,0.29980468749999994,7.0,0
11493,0.1,0.1,0.21350696547546946,0.1,0.0,0,0.1,0.0,0.21588164251207728,0.4475594135599271,0.1,0.0,0.2316777710478498,Justin Daniel,258.0,7.05,Masterson,masteju01,1.09,10.0,0.18,0.21350696547546946,0.18,0.21588164251207728,0.4475594135599271,0.2316777710478498,10.0,0
11498,141.0,6.049999999999999,0.2576840600428878,249.01,8.0,0,67.03000000000002,14.0,0.316917313942599,0.7011882217338785,7.06,31.0,0.3842709077912795,Casey Michael,850.0,721.0,McGehee,mcgehca01,285.0,10.0,1.18,0.2576840600428878,1.18,0.316917313942599,0.7011882217338785,0.3842709077912795,10.0,0
11504,0.08,0.08,0.01975308641975309,0.08,0.0,0,0.08,0.0,0.038740920096852316,0.17701252503512396,0.08,0.0,0.13827160493827165,Jason Louis,398.0,0.08,Motte,motteja01,0.08,8.0,0.15,0.01975308641975309,0.15,0.038740920096852316,0.17701252503512396,0.13827160493827165,8.0,0
11505,275.0,25.0,0.2962676962676963,253.0,19.0,0,87.0,37.0,0.3392942298521698,0.786398476956417,62.01,37.0,0.4471042471042471,Daniel Thomas,1045.0,1151.0,Murphy,murphda08,510.0,8.0,19.94,0.2962676962676963,19.94,0.3392942298521698,0.786398476956417,0.4471042471042471,8.0,0
11507,7.049999999999999,1.09,0.14988040690470014,35.029999999999994,0.0,0,0.1,0.0,0.22782954664433044,0.4051731390480076,0.1,0.0,0.1773435924036771,Jonathon Joseph,216.0,52.01,Niese,niesejo01,27.03,10.0,1.67,0.14988040690470014,1.67,0.22782954664433044,0.4051731390480076,0.1773435924036771,10.0,0
11508,55.03,2.079999999999999,0.21226819923371648,108.01,23.0,0,38.03,7.0,0.28236482792506623,0.627414636354185,36.03,9.0,0.34504980842911875,Jayson Truitt Edward,466.0,277.01,Nix,nixja01,143.01,10.0,2.61,0.21226819923371648,2.61,0.28236482792506623,0.627414636354185,0.34504980842911875,10.0,0
11510,0.07,0.07,0.044111527257594665,1.06,0.0,0,0.07,0.0,0.08449581506576326,0.1460854946329709,0.07,0.0,0.06158967956720765,Joshua Stephen,162.0,1.06,Outman,outmajo01,0.07,7.0,-0.1,0.044111527257594665,-0.1,0.08449581506576326,0.1460854946329709,0.06158967956720765,7.0,0
11513,114.0,21.03,0.2426242236024845,245.0,14.0,0,33.01,8.0,0.3101754385964912,0.6518252833169881,81.01,15.0,0.3416498447204969,Clifton Randolph,868.0,625.0,Pennington,pennicl01,300.0,10.0,11.05,0.2426242236024845,11.05,0.3101754385964912,0.6518252833169881,0.3416498447204969,10.0,0
11516,27.0,1.04,0.24937027707808565,21.01,3.0,0,4.0299999999999985,2.0,0.29079690787451834,0.6438699557334604,1.04,2.0,0.3530730478589421,Gregorio Jesus,171.0,99.0,Petit,petitgr01,48.0,5.0,0.04,0.24937027707808565,0.04,0.29079690787451834,0.6438699557334604,0.3530730478589421,5.0,0
11517,12.05,3.0599999999999987,0.21648095996081795,26.04000000000001,0.0,0,5.049999999999999,2.0,0.2906818599522147,0.6431572691191875,7.059999999999999,1.0,0.3524754091669728,Jason Orville,133.0,53.04,Pridie,pridija01,33.029999999999994,7.0,0.3,0.21648095996081795,0.3,0.2906818599522147,0.6431572691191875,0.3524754091669728,7.0,0
11518,249.0,17.02,0.27015971951694584,263.0,30.0,0,115.0,18.0,0.3071859572133845,0.6996752443189552,143.0,42.0,0.3924892871055707,Alexei Fernando,1371.0,1387.0,Ramirez,ramiral03,601.0,10.0,20.29,0.27015971951694584,20.29,0.3071859572133845,0.6996752443189552,0.3924892871055707,10.0,0
11522,8.049999999999999,0.1,0.1151276492190611,5.05,1.0,0,1.09,0.0,0.1364332510848294,0.30253209626867084,0.1,3.0,0.16609884518384144,Clayton Colby,215.0,26.02,Richard,richacl01,14.04,10.0,0.08,0.1151276492190611,0.08,0.1364332510848294,0.30253209626867084,0.16609884518384144,10.0,0
11524,112.01,13.01,0.2337182448036952,168.0,54.0,0,67.0,6.0,0.3029546400332917,0.6932687277931069,39.01,16.0,0.3903140877598152,Sean John,903.0,506.0,Rodriguez,rodrise01,281.0,9.0,9.14,0.2337182448036952,9.14,0.3029546400332917,0.6932687277931069,0.3903140877598152,9.0,0
11534,126.01,4.059999999999999,0.25425425425425424,225.01,18.0,0,61.01,9.0,0.3315702800429137,0.7445632730359066,12.03,24.0,0.41299299299299297,Gabriel,700.0,508.0,Sanchez,sanchga01,236.01,8.0,2.92,0.25425425425425424,2.92,0.3315702800429137,0.7445632730359066,0.41299299299299297,8.0,0
11536,217.01,20.01,0.28745868328366303,285.0,24.0,0,116.01,51.0,0.33885975760573833,0.7902469155575129,11.05,43.0,0.4513871579517746,Pablo Emilio,998.0,1061.01,Sandoval,sandopa01,441.01,9.0,18.38,0.28745868328366303,18.38,0.33885975760573833,0.7902469155575129,0.4513871579517746,9.0,0
11537,14.04,1.04,0.24847826086956526,15.04,2.0,0,7.039999999999999,1.0,0.2804589064847995,0.6445893412674082,0.05,7.0,0.3641304347826087,Omir,122.0,80.01,Santos,santoom01,29.030000000000005,5.0,-0.39,0.24847826086956526,-0.39,0.2804589064847995,0.6445893412674082,0.3641304347826087,5.0,0
11539,3.08,0.09,0.10175202156334233,2.0700000000000003,1.0,0,0.09,0.0,0.13169037020953211,0.2730874950972231,0.09,0.0,0.14139712488769093,Alfredo,255.0,9.06,Simon,simonal01,2.08,9.0,-0.04,0.10175202156334233,-0.04,0.13169037020953211,0.2730874950972231,0.14139712488769093,9.0,0
11541,212.0,60.01,0.2843806921675774,424.0,27.0,0,48.0,9.0,0.34965034965034963,0.7424144662259415,164.0,19.0,0.392764116575592,Keiunta Denard,1093.0,1249.0,Span,spande01,637.0,9.0,23.9,0.2843806921675774,23.9,0.34965034965034963,0.7424144662259415,0.392764116575592,9.0,0
11544,26.020000000000003,0.08,0.2019607843137255,37.01,4.0,0,21.020000000000003,0.0,0.2604112041373573,0.6373523806079456,0.08,2.0,0.3769411764705883,Taylor Hill,180.0,103.0,Teagarden,teagata01,57.01,8.0,0.43,0.2019607843137255,0.43,0.2604112041373573,0.6373523806079456,0.3769411764705883,8.0,0
11545,38.01000000000001,4.0299999999999985,0.23273296568454604,77.02,4.0,0,13.01,2.0,0.31141855372580785,0.6641780352563927,6.02,0.0,0.3527594815305849,Michael Clete,249.0,165.01,Thomas,thomacl02,95.0,5.0,1.27,0.23273296568454604,1.27,0.31141855372580785,0.6641780352563927,0.3527594815305849,5.0,0
11551,15.01,1.04,0.2055833333333333,38.01,4.0,0,12.02,0.0,0.28788367534304365,0.6411058975652659,0.05,1.0,0.3532222222222223,Matthew Petelu,155.0,74.01,Tuiasosopo,tuiasma01,41.01,5.0,-0.16,0.2055833333333333,-0.16,0.28788367534304365,0.6411058975652659,0.3532222222222223,5.0,0
11553,145.01,9.05,0.2319526627218935,307.0,17.0,0,83.00999999999998,13.0,0.3174382178907066,0.7119707622694048,8.02,14.0,0.3945325443786982,Luis Adan,798.0,588.0,Valbuena,valbulu01,312.0,9.0,8.92,0.2319526627218935,8.92,0.3174382178907066,0.7119707622694048,0.3945325443786982,9.0,0
11554,1.04,0.05,0.23315068493150684,1.04,1.0,0,0.05,0.0,0.2506575486586007,0.5014794664668198,0.05,1.0,0.2508219178082192,Gilbert Arnulfo,33.0,17.02,Velazquez,velazgi01,2.04,5.0,-0.33,0.23315068493150684,-0.33,0.2506575486586007,0.5014794664668198,0.2508219178082192,5.0,0
11555,118.0,39.02,0.2492947813822285,254.01,26.0,0,81.02000000000002,26.0,0.3152369363240615,0.7193624652380248,135.01,15.0,0.4041255289139633,William Dion,967.0,707.0,Venable,venabwi01,378.0,10.0,12.86,0.2492947813822285,12.86,0.3152369363240615,0.7193624652380248,0.4041255289139633,10.0,0
11560,31.040000000000006,0.11,0.21381142098273573,56.02,3.0,0,16.049999999999994,1.0,0.2683105290114875,0.5875801173249005,0.11,8.0,0.31926958831341296,Robert Louis,324.0,161.0,Wilson,wilsobo02,69.03999999999999,11.0,0.88,0.21381142098273573,0.88,0.2683105290114875,0.5875801173249005,0.31926958831341296,11.0,0
11561,0.1,0.1,0.06791277258566977,0.1,0.0,0,0.1,0.0,0.07368421052631577,0.17898016068207898,0.1,0.0,0.10529595015576322,Dequam LaWesley,373.0,1.09,Wright,wrighwe01,2.089999999999998,10.0,0.09,0.06791277258566977,0.09,0.07368421052631577,0.17898016068207898,0.10529595015576322,10.0,0
11562,0.11,0.11,0.15536723163841812,0.11,0.0,0,0.11,0.0,0.16828929068150209,0.41687686130297097,0.11,0.0,0.2485875706214689,Brad Gregory,604.0,1.1,Ziegler,zieglbr01,1.1,11.0,0.3,0.15536723163841812,0.3,0.16828929068150209,0.41687686130297097,0.2485875706214689,11.0,0
11563,19.03,2.0499999999999994,0.20351744186046514,42.01,1.0,0,12.01,6.0,0.2905323770597157,0.6660265631062274,3.04,2.0,0.3754941860465117,Brandon Durell,116.0,70.01,Allen,allenbr01,44.01,6.0,-1.0,0.20351744186046514,-1.0,0.2905323770597157,0.6660265631062274,0.3754941860465117,6.0,0
11564,207.0,37.0,0.2737297297297297,408.0,34.0,0,35.01,4.0,0.3347050754458162,0.6919007511214919,241.0,36.0,0.3571956756756757,Elvis Augusto,1221.0,1266.0,Andrus,andruel01,648.0,8.0,28.76,0.2737297297297297,28.76,0.3347050754458162,0.6919007511214919,0.3571956756756757,8.0,0
11566,117.0,7.049999999999999,0.2396804260985353,363.0,12.0,0,73.0,12.0,0.3459357277882797,0.7410089634740321,7.049999999999999,17.0,0.3950732356857524,Alexander Thomas,740.0,540.0,Avila,avilaal01,265.0,8.0,14.75,0.2396804260985353,14.75,0.3459357277882797,0.7410089634740321,0.3950732356857524,8.0,0
11568,0.09,0.09,0.011152416356877323,1.08,0.0,0,0.09,0.0,0.12786885245901644,0.2059357669571577,0.09,0.0,0.07806691449814128,Antonio Francisco,410.0,0.09,Bastardo,bastaan01,0.09,9.0,0.18,0.011152416356877323,0.18,0.12786885245901644,0.2059357669571577,0.07806691449814128,9.0,0
11570,173.01,5.059999999999999,0.2398236614299455,248.01,50.0,0,74.01,6.0,0.30345719913780345,0.6731814697373546,30.030000000000005,30.0,0.3697242705995512,James Gordon,953.0,748.01,Beckham,beckhgo01,386.01,10.0,5.67,0.2398236614299455,5.67,0.30345719913780345,0.6731814697373546,0.3697242705995512,10.0,0
11573,42.02,2.0599999999999987,0.2406287787182588,83.01,18.0,0,33.02,2.0,0.32155068005701976,0.7377538239506112,6.0299999999999985,5.0,0.41620314389359137,Kyle Nathaniel,278.0,199.0,Blanks,blankky01,110.01,8.0,3.96,0.2406287787182588,3.96,0.32155068005701976,0.7377538239506112,0.41620314389359137,8.0,0
11574,19.020000000000003,8.03,0.27307980049875313,49.02,5.0,0,8.03,0.0,0.3182093657490501,0.6650672211106461,47.02,2.0,0.34685785536159597,Julio Alberto,294.0,219.01,Borbon,borboju01,112.0,6.0,1.84,0.27307980049875313,1.84,0.3182093657490501,0.6650672211106461,0.34685785536159597,6.0,0
11575,192.0,16.03,0.2917063870352717,272.0,17.0,0,61.02,28.0,0.3482400461627236,0.7693140849298032,95.0,30.0,0.4210740387670797,Michael Charles,818.0,918.0,Brantley,brantmi02,407.0,8.0,18.64,0.2917063870352717,18.64,0.3482400461627236,0.7693140849298032,0.4210740387670797,8.0,0
11576,16.02,0.08,0.18324503311258275,28.01,1.0,0,14.04,0.0,0.2309643100142265,0.5429069148707386,0.08,3.0,0.3119426048565121,Madison Kyle,228.0,83.00999999999998,Bumgarner,bumgama01,41.01,8.0,4.4,0.18324503311258275,4.4,0.2309643100142265,0.5429069148707386,0.3119426048565121,8.0,0
11578,73.01,20.02,0.2460360852925096,175.0,14.0,0,12.02,10.0,0.3152442032560434,0.6428057122773665,138.0,9.0,0.3275615090213231,Everth,510.0,450.0,Cabrera,cabreev01,228.0,7.0,5.77,0.2460360852925096,5.77,0.3152442032560434,0.6428057122773665,0.3275615090213231,7.0,0
11580,51.01,5.0299999999999985,0.2536640360766629,90.0,15.0,0,27.03,1.0,0.33,0.743934611048478,2.05,8.0,0.41393461104847795,Christopher Michael,318.0,225.0,Carp,carpmi01,97.0,7.0,1.55,0.2536640360766629,1.55,0.33,0.743934611048478,0.41393461104847795,7.0,0
11583,5.049999999999999,0.09,0.18555721460567395,7.039999999999999,1.0,0,1.08,0.0,0.21229171175070333,0.4361729840913214,0.09,2.0,0.22388127234061805,Jhoulys Jose,167.0,41.01,Chacin,chacijh01,12.04,9.0,0.85,0.18555721460567395,0.85,0.21229171175070333,0.4361729840913214,0.22388127234061805,9.0,0
11584,147.0,26.02,0.2598802395209581,266.0,22.0,0,52.0,19.0,0.3347593582887701,0.7363721327398678,47.01000000000001,12.0,0.4016127744510978,Christopher B.,765.0,651.0,Coghlan,coghlch01,346.0,9.0,-0.15,0.2598802395209581,-0.15,0.3347593582887701,0.7363721327398678,0.4016127744510978,9.0,0
11585,63.02,21.02,0.2386831275720165,78.0,6.0,0,49.01000000000001,6.0,0.28659003831417623,0.7327546473676743,14.03,6.0,0.446164609053498,Tyler Eugene,441.0,290.0,Colvin,colvity01,164.0,6.0,1.02,0.2386831275720165,1.02,0.28659003831417623,0.7327546473676743,0.446164609053498,6.0,0
11586,25.01,1.05,0.21825962910128388,44.01,19.0,0,20.02,5.0,0.2798020751026541,0.6224126314507282,0.06000000000000001,8.0,0.3426105563480741,Carlos Fernando,232.0,153.0,Corporan,corpoca01,63.0,6.0,0.56,0.21825962910128388,0.56,0.2798020751026541,0.6224126314507282,0.3426105563480741,6.0,0
11589,214.0,24.0,0.26674786845310594,276.0,31.0,0,132.0,11.0,0.3156946633641072,0.7427348582483946,143.0,29.0,0.42704019488428746,Ian M.,1083.0,1095.0,Desmond,desmoia01,531.0,8.0,17.15,0.26674786845310594,17.15,0.3156946633641072,0.7427348582483946,0.42704019488428746,8.0,0
11591,31.01,1.04,0.2296015180265655,40.0,11.0,0,20.01,2.0,0.29604130808950085,0.7023411183361802,3.03,3.0,0.4062998102466793,Russell Matt,254.0,121.0,Downs,downsma01,58.0,5.0,0.46,0.2296015180265655,0.46,0.29604130808950085,0.7023411183361802,0.4062998102466793,5.0,0
11592,0.08,0.08,0.21230158730158732,0.08,0.0,0,0.08,0.0,0.22460937500000008,0.5321490575396827,0.08,0.0,0.3075396825396826,Michael Glen,434.0,1.07,Dunn,dunnmi01,1.07,8.0,0.33,0.21230158730158732,0.33,0.22460937500000008,0.5321490575396827,0.3075396825396826,8.0,0
11598,69.00999999999999,2.06,0.2319121447028424,122.0,37.0,0,54.02,2.0,0.30186480186480186,0.6857084711154479,2.069999999999999,9.0,0.383843669250646,Cole Tyler,514.0,359.0,Flowers,flowety01,151.0,8.0,7.31,0.2319121447028424,7.31,0.30186480186480186,0.6857084711154479,0.383843669250646,8.0,0
11599,50.0,4.04,0.2359437751004016,81.0,8.0,1,48.0,6.0,0.29697525206232817,0.7358105934277901,2.0499999999999994,6.0,0.4388353413654618,Juan Ramon,404.0,235.0,Francisco,francju02,110.0,7.0,0.76,0.2359437751004016,0.76,0.29697525206232817,0.7358105934277901,0.4388353413654618,7.0,1
11600,156.0,5.0299999999999985,0.2750865051903114,265.0,52.0,0,81.0,5.0,0.34491315136476425,0.7615429091502314,8.02,17.0,0.4166297577854671,David Richard,862.0,795.0,Freese,freesda01,364.0,8.0,13.35,0.2750865051903114,13.35,0.34491315136476425,0.7615429091502314,0.4166297577854671,8.0,0
11601,0.09,0.09,0.08333333333333333,0.09,0.0,0,0.09,0.0,0.15384615384615385,0.7371794871794871,0.09,0.0,0.5833333333333333,Ernesto,298.0,0.09,Frieri,frierer01,0.09,9.0,0.11,0.08333333333333333,0.11,0.15384615384615385,0.7371794871794871,0.5833333333333333,9.0,0
11605,30.0,4.0299999999999985,0.2237037037037037,52.0,12.0,0,17.0,7.0,0.28936742934051146,0.6450118737849561,28.01,4.0,0.35564444444444443,James Tyler,288.0,151.0,Greene,greenty02,86.0,6.0,-0.6,0.2237037037037037,-0.6,0.28936742934051146,0.6450118737849561,0.35564444444444443,6.0,0
11606,61.01000000000001,4.0299999999999985,0.24726911618669314,97.01,5.0,0,25.01,6.0,0.3156536362083075,0.7060210642122797,18.009999999999994,3.0,0.3903674280039722,Jesus Antonio,403.0,249.0,Guzman,guzmaje01,108.01,5.0,1.77,0.24726911618669314,1.77,0.3156536362083075,0.7060210642122797,0.3903674280039722,5.0,0
11607,0.05,0.05,0.05887385701299396,5.02,0.0,0,0.05,0.0,0.08304408641143864,0.143522135713615,0.05,1.0,0.06047804930217636,Thomas J.,123.0,11.01,Hanson,hansoto01,5.0299999999999985,5.0,-1.82,0.05887385701299396,-1.82,0.08304408641143864,0.143522135713615,0.06047804930217636,5.0,0
11608,26.01,1.06,0.20506912442396316,25.02,1.0,0,13.01,6.0,0.2500326072779445,0.6098482754807095,1.06,0.0,0.35981566820276506,Brett Gregory,189.0,89.0,Hayes,hayesbr01,46.0,7.0,-1.25,0.20506912442396316,-1.25,0.2500326072779445,0.6098482754807095,0.35981566820276506,7.0,0
11613,5.059999999999999,0.08,0.22680120709166354,5.059999999999999,1.0,0,1.07,0.0,0.26622458001768345,0.5725240896366952,0.08,1.0,0.3062995096190117,Daniel Claiborne,199.0,24.050000000000004,Hudson,hudsoda01,7.049999999999999,8.0,0.95,0.22680120709166354,0.95,0.26622458001768345,0.5725240896366952,0.3062995096190117,8.0,0
11617,154.01,10.06,0.27499110636784063,144.0,19.0,0,63.01,16.0,0.3129388164493481,0.7171223810171176,18.040000000000006,17.0,0.4041835645677695,Christopher Dalton,839.0,773.0,Johnson,johnsch05,256.0,10.0,-1.24,0.27499110636784063,-1.24,0.3129388164493481,0.7171223810171176,0.4041835645677695,10.0,0
11619,0.08,0.08,0.07476635514018691,0.08,0.0,0,0.08,0.0,0.13913043478260867,0.6624949207639171,0.08,0.0,0.5233644859813085,Shawn Andrew,356.0,0.08,Kelley,kellesh01,0.08,8.0,0.14,0.07476635514018691,0.14,0.13913043478260867,0.6624949207639171,0.5233644859813085,8.0,0
11622,42.01,3.0499999999999994,0.22563559322033902,100.01,6.0,0,17.02,4.0,0.3018041456561433,0.6324927049781772,0.07,7.0,0.3306885593220339,Jose Manuel,340.0,213.0,Lobaton,lobatjo01,95.01,7.0,0.1,0.22563559322033902,0.1,0.3018041456561433,0.6324927049781772,0.3306885593220339,7.0,0
11623,0.06000000000000001,0.06000000000000001,0.009933774834437088,0.06000000000000001,0.0,0,0.06000000000000001,0.0,0.019672131147540992,0.08920855498860061,0.06000000000000001,0.0,0.06953642384105962,Wilton,292.0,0.06000000000000001,Lopez,lopezwi01,0.06000000000000001,6.0,0.06,0.009933774834437088,0.06,0.019672131147540992,0.08920855498860061,0.06953642384105962,6.0,0
11624,0.08,0.08,0.007960199004975127,0.08,0.0,0,0.08,0.0,0.015794669299111552,0.07151606233393742,0.08,0.0,0.05572139303482588,Jeffrey Michael,157.0,0.08,Manship,manshje01,0.08,8.0,-0.1,0.007960199004975127,-0.1,0.015794669299111552,0.07151606233393742,0.05572139303482588,8.0,0
11626,1.04,0.05,0.1359093937375083,0.05,0.0,0,0.05,0.0,0.13877822045152718,0.3606303190524599,0.05,0.0,0.2218520986009327,Cristhian A.,135.0,2.04,Martinez,marticr01,0.05,5.0,0.05,0.1359093937375083,0.05,0.13877822045152718,0.3606303190524599,0.2218520986009327,5.0,0
11627,15.02,1.04,0.20567375886524825,14.0,11.0,0,9.01,0.0,0.2686084142394822,0.6307715348068581,2.039999999999999,2.0,0.3621631205673759,Jesus Fernando,99.0,58.0,Martinez,martife02,28.0,5.0,-1.4,0.20567375886524825,-1.4,0.2686084142394822,0.6307715348068581,0.3621631205673759,5.0,0
11628,1.04,0.05,0.18495013599274696,0.05,0.0,0,0.05,0.0,0.18862815884476525,0.4905320573035141,0.05,0.0,0.3019038984587488,Joseph A.,22.0,2.039999999999999,Martinez,martijo07,2.039999999999999,5.0,0.12,0.18495013599274696,0.12,0.18862815884476525,0.4905320573035141,0.3019038984587488,5.0,0
11629,83.00999999999998,3.05,0.2352092352092352,119.0,9.0,0,56.0,5.0,0.2988808426596445,0.7195951283739301,15.04,5.0,0.4207142857142857,John Claiborn,574.0,326.0,Mayberry,maybejo02,172.0,8.0,0.67,0.2352092352092352,0.67,0.2988808426596445,0.7195951283739301,0.4207142857142857,8.0,0
11631,262.0,42.0,0.29218014788259017,612.0,57.0,0,175.0,58.0,0.3811823802163833,0.8685227342383416,160.0,44.0,0.4873403540219583,Andrew Stefan,1190.0,1304.0,McCutchen,mccutan01,720.0,8.0,39.98,0.29218014788259017,39.98,0.3811823802163833,0.8685227342383416,0.4873403540219583,8.0,0
11632,4.039999999999999,0.07,0.14090447551355156,11.04,1.0,0,1.06,0.0,0.2132274757212732,0.4116184778301539,1.06,1.0,0.1983910021088808,Kristopher Allen,176.0,18.040000000000006,Medlen,medlekr01,9.03,7.0,0.6,0.14090447551355156,0.6,0.2132274757212732,0.4116184778301539,0.1983910021088808,7.0,0
11633,0.07,0.07,0.017283950617283952,0.07,0.0,0,0.07,0.0,0.03398058252427185,0.1549682368452595,0.07,0.0,0.12098765432098768,Bradley Aaron,21.0,0.07,Mills,millsbr02,0.07,7.0,-0.07,0.017283950617283952,-0.07,0.03398058252427185,0.1549682368452595,0.12098765432098768,7.0,0
